Token ID,Name,Rarity Score,Background,Base,Visor,Accent,Effects
90,"Alliance Forge Commander Helmet #90",17.36,Nebula Red,Elite Helmet,Clear Visor,None,None
140,"Alliance Forge Commander Helmet #140",17.36,Nebula Red,Standard Helmet,Clear Visor,Battle Scars,None
143,"Alliance Forge Commander Helmet #143",17.36,Solar Yellow,Heavy Helmet,Clear Visor,None,None
524,"Alliance Forge Commander Helmet #524",17.36,Space Blue,Standard Helmet,Clear Visor,Alliance Insignia,None
424,"Alliance Forge Commander Helmet #424",17.33,Space Blue,Standard Helmet,Blue Tint,None,Particle Glow
74,"Alliance Forge Commander Helmet #74",17.19,Cosmic Purple,Heavy Helmet,Clear Visor,Battle Scars,None
120,"Alliance Forge Commander Helmet #120",17.02,Space Blue,Heavy Helmet,Clear Visor,None,Particle Glow
578,"Alliance Forge Commander Helmet #578",17.0,Nebula Red,Standard Helmet,Red Tint,None,None
290,"Alliance Forge Commander Helmet #290",16.86,Cosmic Purple,Standard Helmet,Clear Visor,None,Particle Glow
102,"Alliance Forge Commander Helmet #102",16.83,Space Blue,Standard Helmet,Blue Tint,Battle Scars,None
122,"Alliance Forge Commander Helmet #122",16.83,Space Blue,Elite Helmet,Blue Tint,None,None
219,"Alliance Forge Commander Helmet #219",16.83,Cosmic Purple,Heavy Helmet,Red Tint,None,None
365,"Alliance Forge Commander Helmet #365",16.83,Nebula Red,Heavy Helmet,Blue Tint,None,None
330,"Alliance Forge Commander Helmet #330",16.52,Solar Yellow,Standard Helmet,Clear Visor,None,None
373,"Alliance Forge Commander Helmet #373",16.52,Space Blue,Heavy Helmet,Clear Visor,Battle Scars,None
103,"Alliance Forge Commander Helmet #103",16.36,Cosmic Purple,Elite Helmet,Clear Visor,None,None
209,"Alliance Forge Commander Helmet #209",16.36,Cosmic Purple,Standard Helmet,Clear Visor,Battle Scars,None
471,"Alliance Forge Commander Helmet #471",16.19,Space Blue,Standard Helmet,Clear Visor,None,Particle Glow
691,"Alliance Forge Commander Helmet #691",16.17,Space Blue,Heavy Helmet,Red Tint,None,None
72,"Alliance Forge Commander Helmet #72",16.0,Nebula Red,Standard Helmet,Blue Tint,None,None
124,"Alliance Forge Commander Helmet #124",16.0,Cosmic Purple,Standard Helmet,Red Tint,None,None
96,"Alliance Forge Commander Helmet #96",15.83,Cosmic Purple,Heavy Helmet,Blue Tint,None,None
186,"Alliance Forge Commander Helmet #186",15.69,Space Blue,Standard Helmet,Clear Visor,Battle Scars,None
227,"Alliance Forge Commander Helmet #227",15.69,Nebula Red,Heavy Helmet,Clear Visor,None,None
245,"Alliance Forge Commander Helmet #245",15.69,Space Blue,Elite Helmet,Clear Visor,None,None
153,"Alliance Forge Commander Helmet #153",15.33,Space Blue,Standard Helmet,Red Tint,None,None
27,"Alliance Forge Commander Helmet #27",15.17,Space Blue,Heavy Helmet,Blue Tint,None,None
17,"Alliance Forge Commander Helmet #17",15.0,Cosmic Purple,Standard Helmet,Blue Tint,None,None
21,"Alliance Forge Commander Helmet #21",14.86,Nebula Red,Standard Helmet,Clear Visor,None,None
39,"Alliance Forge Commander Helmet #39",14.69,Cosmic Purple,Heavy Helmet,Clear Visor,None,None
65,"Alliance Forge Commander Helmet #65",14.33,Space Blue,Standard Helmet,Blue Tint,None,None
34,"Alliance Forge Commander Helmet #34",14.02,Space Blue,Heavy Helmet,Clear Visor,None,None
111,"Alliance Forge Commander Helmet #111",13.86,Cosmic Purple,Standard Helmet,Clear Visor,None,None
192,"Alliance Forge Commander Helmet #192",13.19,Space Blue,Standard Helmet,Clear Visor,None,None
